what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.ibm.rcp.tools.junit,6.1.2.200810151002,com.ibm.rcp.tools.junit,1495791108261
stopped,bundle,com.ibm.rcp.tools.propertybroker.templates,6.1.2.200810151002,com.ibm.rcp.tools.propertybroker.templates,1495791108262
stopped,bundle,com.ibm.rcp.tools.ws.axis,6.2.0.200810151019,com.ibm.rcp.tools.ws.axis,1495791108263
stopped,bundle,com.ibm.rcp.tools.wsdl.ui,6.1.2.200810200805,com.ibm.rcp.tools.wsdl.ui,1495791108263
stopped,bundle,com.ibm.pvc.tools.bde,6.2.0.200810151002,com.ibm.pvc.tools.bde,1495791108263
stopped,bundle,com.ibm.pvc.tools.bde.eclipse,6.2.0.200810151002,com.ibm.pvc.tools.bde.eclipse,1495791108263
stopped,bundle,com.ibm.pvc.tools.productconfig,6.2.0.200810151016,com.ibm.pvc.tools.productconfig,1495791108263
stopped,bundle,com.ibm.rcp.tools.webstart,6.2.0.200810151030,com.ibm.rcp.tools.webstart,1495791108264
stopped,bundle,com.ibm.rcp.tools.platformbuilder,6.2.0.200810151016,com.ibm.rcp.tools.platformbuilder,1495791108264
stopped,bundle,org.eclipse.tptp.platform.profile.server.core,4.2.102.v200901090100,org.eclipse.tptp.platform.profile.server.core,1495791108265
stopped,bundle,org.eclipse.tptp.platform.jvmti.client,4.4.200.v200901090100,org.eclipse.tptp.platform.jvmti.client,1495791108265
stopped,bundle,org.eclipse.tptp.platform.integration.pde,4.4.100.v200901090100,org.eclipse.tptp.platform.integration.pde,1495791108265
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.0.6.v200805152355,org.eclipse.datatools.connectivity.oda.template.ui,1495791108266
stopped,bundle,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui,1495791108266
stopped,bundle,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui,1495791108266
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.tasks,1495791108266
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1495791108310
stopped,bundle,org.eclipse.tptp.platform.probekit.launch,4.4.200.v200901090100,org.eclipse.tptp.platform.probekit.launch,1495791108312
stopped,bundle,org.eclipse.hyades.trace.ui,4.4.103.v200901100100,org.eclipse.hyades.trace.ui,1495791108315
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1495791108315
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1495791108315
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.100.v20080407-1345,org.eclipse.jdt.apt.ui,1495791108317
stopped,bundle,org.tigris.subversion.subclipse.ui,1.6.2,org.tigris.subversion.subclipse.ui,1495791108317
stopped,bundle,com.ibm.rcp.tools.environment.configuration,6.1.2.200810151000,com.ibm.rcp.tools.environment.configuration,1495791108317
stopped,bundle,com.ibm.wsrf.tools,1.2.1.200808221200,com.ibm.wsrf.tools,1495791108319
