what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.ibm.commons.swt,8.5.0.20080806-0615,com.ibm.commons.swt,1499067316002
stopped,bundle,org.eclipse.tptp.platform.common.ui.trace,4.3.201.v200901090100,org.eclipse.tptp.platform.common.ui.trace,1499067316003
stopped,bundle,org.eclipse.tptp.platform.common.ui,4.4.102.v200901090100,org.eclipse.tptp.platform.common.ui,1499067316004
stopped,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.3.v200810140349,org.eclipse.datatools.connectivity.ui.dse,1499067316004
stopped,bundle,org.eclipse.datatools.sqltools.plan,1.0.0.v200812121520,org.eclipse.datatools.sqltools.plan,1499067316005
stopped,bundle,org.eclipse.datatools.sqltools.common.ui,1.0.0.v200812121740,org.eclipse.datatools.sqltools.common.ui,1499067316006
stopped,bundle,org.eclipse.gef.examples.ui.pde,3.4.0.v20080226,org.eclipse.gef.examples.ui.pde,1499067316006
stopped,bundle,org.eclipse.wst.internet.monitor.ui,1.0.304.v200805140145,org.eclipse.wst.internet.monitor.ui,1499067316007
stopped,bundle,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.ide,1499067316142
stopped,bundle,org.eclipse.ecf.doc,1.3.0.v20081224-1728,org.eclipse.ecf.doc,1499067316144
stopped,bundle,org.eclipse.epp.usagedata.ui,1.0.1.R200809220400,org.eclipse.epp.usagedata.ui,1499067316144
