what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1499238712359
executed,command,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.edit.text.java.organize.imports,1499238715305
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1499238727736
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499238738494
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499238742943
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499238743042
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1499238757809
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1499238769320
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1499238773056
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1499238777246
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1499238777807
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1499238780899
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1499238788539
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1499238789710
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499238795121
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1499238812734
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499238814748
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499238815560
executed,command,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui.runtimeWorkbenchShortcut.run,1499238815571
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499238816502
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499238822057
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499238822839
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499238824037
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499238828735
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499238830076
