what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.emf.common.ui,2.4.0.v200902171115,org.eclipse.emf.common.ui,1498525957181
stopped,bundle,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.ide,1498525957275
stopped,bundle,org.eclipse.wst.common.project.facet.core,1.3.4.v200810151458,org.eclipse.wst.common.project.facet.core,1498525957275
stopped,bundle,org.eclipse.wst.common.core,1.1.201.v200806010600,org.eclipse.wst.common.core,1498525957275
stopped,bundle,org.eclipse.ui.navigator,3.3.102.M20090127-1700,org.eclipse.ui.navigator,1498525957275
stopped,bundle,org.eclipse.gef,3.4.1.v20080806,org.eclipse.gef,1498525957275
stopped,bundle,org.eclipse.ecf.doc,1.3.0.v20081224-1728,org.eclipse.ecf.doc,1498525957275
stopped,bundle,org.eclipse.ui.intro.universal,3.2.200.v20080508,org.eclipse.ui.intro.universal,1498525957275
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.1.R34x_v20081029,org.eclipse.equinox.p2.ui.sdk,1498525957290
stopped,bundle,org.eclipse.equinox.p2.ui,1.0.4.R34x_v20090123,org.eclipse.equinox.p2.ui,1498525957290
stopped,bundle,org.eclipse.mylyn.compatibility,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.compatibility,1498525957290
stopped,bundle,com.ibm.rcp.platform.cheatsheets,6.2.0.200810200805,com.ibm.rcp.platform.cheatsheets,1498525957290
stopped,bundle,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console,1498525957290
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.workbench.texteditor,1498525957290
stopped,bundle,org.eclipse.ui.presentations.r21,3.2.100.I20080512-2000,org.eclipse.ui.presentations.r21,1498525957290
