what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.wst.ws.ui,1.1.0.v200805140300,org.eclipse.wst.ws.ui,1498552600436
stopped,bundle,org.eclipse.wst.ws,1.1.3.v200902042200,org.eclipse.wst.ws,1498552600437
stopped,bundle,org.eclipse.wst.ws.parser,1.0.202.v200805140300,org.eclipse.wst.ws.parser,1498552600437
stopped,bundle,org.eclipse.datatools.sqltools.sqlbuilder,1.0.0.v200901280650,org.eclipse.datatools.sqltools.sqlbuilder,1498552600438
stopped,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1498552600438
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,org.eclipse.pde.api.tools.ui,1498552600439
stopped,bundle,org.eclipse.xsd.ecore.exporter,2.4.0.v200902171115,org.eclipse.xsd.ecore.exporter,1498552600439
stopped,bundle,org.eclipse.emf.importer.java,2.4.1.v200902171115,org.eclipse.emf.importer.java,1498552600440
stopped,bundle,org.eclipse.emf.importer.rose,2.4.0.v200902171115,org.eclipse.emf.importer.rose,1498552600440
stopped,bundle,org.eclipse.emf.importer.ecore,2.4.0.v200902171115,org.eclipse.emf.importer.ecore,1498552600441
stopped,bundle,org.eclipse.xsd.ecore.importer,2.4.0.v200902171115,org.eclipse.xsd.ecore.importer,1498552600441
stopped,bundle,org.eclipse.emf.ant,2.4.0.v200902171115,org.eclipse.emf.ant,1498552600442
stopped,bundle,org.eclipse.emf.importer,2.4.1.v200902171115,org.eclipse.emf.importer,1498552600442
stopped,bundle,org.eclipse.emf.exporter,2.4.0.v200902171115,org.eclipse.emf.exporter,1498552600443
stopped,bundle,org.eclipse.emf.converter,2.4.0.v200902171115,org.eclipse.emf.converter,1498552600443
stopped,bundle,org.eclipse.emf.codegen.ecore.ui,2.4.1.v200902171115,org.eclipse.emf.codegen.ecore.ui,1498552600445
stopped,bundle,org.eclipse.emf.codegen.ecore,2.4.2.v200902171115,org.eclipse.emf.codegen.ecore,1498552600446
stopped,bundle,org.eclipse.emf.codegen.ui,2.4.0.v200902171115,org.eclipse.emf.codegen.ui,1498552600446
stopped,bundle,org.eclipse.emf.codegen,2.4.0.v200902171115,org.eclipse.emf.codegen,1498552600447
stopped,bundle,org.eclipse.datatools.sqltools.tablewizard,1.0.0.v200808140615,org.eclipse.datatools.sqltools.tablewizard,1498552600448
stopped,bundle,com.ibm.rcp.tools.migration.bde.rational,6.2.0.200810151002,com.ibm.rcp.tools.migration.bde.rational,1498552600448
stopped,bundle,com.ibm.pvc.tools.migration.bde,6.2.0.200810151002,com.ibm.pvc.tools.migration.bde,1498552600448
stopped,bundle,org.eclipse.pde.p2.ui,1.0.0.v20080604-2000,org.eclipse.pde.p2.ui,1498552600456
stopped,bundle,com.ibm.pvc.tools.ws,6.2.0.200810151019,com.ibm.pvc.tools.ws,1498552600471
stopped,bundle,com.ibm.rcp.tools.wsdl.ui,6.1.2.200810200805,com.ibm.rcp.tools.wsdl.ui,1498552600472
