what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.datatools.sqltools.db.generic,1.0.0.v200902031600,org.eclipse.datatools.sqltools.db.generic,1498525956624
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core,1.0.0.v200808140615,org.eclipse.datatools.sqltools.debugger.core,1498525956624
stopped,bundle,org.eclipse.datatools.sqltools.routineeditor,1.0.0.v200807211830,org.eclipse.datatools.sqltools.routineeditor,1498525956624
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200805310538,org.eclipse.datatools.enablement.sybase.asa.ui,1498525956624
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.0.v200808140615,org.eclipse.datatools.sqltools.ddlgen.ui,1498525956624
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.0.0.v200901220945,org.eclipse.datatools.sqltools.sqleditor,1498525956624
stopped,bundle,org.eclipse.team.cvs.ssh2,3.2.200.I20080604,org.eclipse.team.cvs.ssh2,1498525956624
stopped,bundle,org.eclipse.team.cvs.ssh,3.2.100.I20080604,org.eclipse.team.cvs.ssh,1498525956624
stopped,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20090115,org.eclipse.team.cvs.core,1498525956624
stopped,bundle,org.eclipse.wst.jsdt.manipulation,1.0.1.v200807241900,org.eclipse.wst.jsdt.manipulation,1498525956624
stopped,bundle,org.eclipse.wst.jsdt.core,1.0.104.v200901281939,org.eclipse.wst.jsdt.core,1498525956624
stopped,bundle,org.eclipse.pde.api.tools,1.0.0.v20081117_r342,org.eclipse.pde.api.tools,1498525956624
stopped,bundle,org.eclipse.pde.core,3.4.0.v20090202,org.eclipse.pde.core,1498525956640
stopped,bundle,com.ibm.pvc.tools.web.translator,6.2.0.200810151012,com.ibm.pvc.tools.web.translator,1498525956640
stopped,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.101.R34x_v20081108-1950,org.eclipse.jdt.apt.pluggable.core,1498525956640
stopped,bundle,org.eclipse.jst.server.core,1.1.3.v20090115,org.eclipse.jst.server.core,1498525956640
stopped,bundle,org.eclipse.jst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.jst.common.project.facet.core,1498525956640
stopped,bundle,org.eclipse.tptp.platform.iac.administrator,4.4.201.v200901100100,org.eclipse.tptp.platform.iac.administrator,1498525956640
stopped,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1498525956652
stopped,bundle,org.eclipse.jdt.debug,3.4.1.v20081216_r342,org.eclipse.jdt.debug,1498525956652
stopped,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20090114-1205,org.eclipse.jdt.apt.core,1498525956652
stopped,bundle,org.eclipse.jdt.core.manipulation,1.2.0.v20080603-2000,org.eclipse.jdt.core.manipulation,1498525956652
stopped,bundle,org.eclipse.jdt.core,3.4.4.v_894_R34x,org.eclipse.jdt.core,1498525957165
stopped,bundle,org.eclipse.team.core,3.4.2.r34x_20080115,org.eclipse.team.core,1498525957165
stopped,bundle,org.eclipse.emf.mapping.ecore2ecore.editor,2.4.0.v200902171115,org.eclipse.emf.mapping.ecore2ecore.editor,1498525957165
